Date,Time,Food Name,Serving Size,Serving Qty,Serving Weight (g),Calories (kcal),Fat (g),Carbs (g),Protein (g),Alcohol (g),"B12, Cobalamin (mcg)","B1, Thiamine (mg)","B2, Riboflavin (mg)","B3, Niacin (mg)","B5, Pantothenic Acid (mg)","B6, Pyridoxine (mg)",Caffeine (mg),Calcium (mg),Cholesterol (mg),Choline (mg),Copper (mg),Cysteine (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Saturated Fat (g),Trans Fat (g),Fiber (g),Folate (mcg),Histidine (g),Iron (mg),Isoleucine (g),Leucine (g),Lysine (g),Magnesium (mg),Manganese (mg),Methionine (g),Omega-3 ALA (g),Omega-3 DHA (g),Omega-3 EPA (g),Omega-3 (g),Omega-6 (g),Phenylalanine (g),Phosphorus (mg),Potassium (mg),Selenium (mcg),Sodium (mg),Starch (g),Sugars (g),Sugars Added (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Vitamin A (mcg),Vitamin C (mg),Vitamin D (mcg),Vitamin E (mg),Vitamin K (mcg),Water (g),Zinc (mg)
2025-12-21,6:00 PM,Merlot Red Wine,oz,3,28.35,71,0,2,0,9,,0,0,0.2,0,0,,6.8,,,0,,,,,,,0.9,,0.4,,,,10.2,0.1,,,,,,,,19.6,108,0.2,3.4,,0.5,,,,,,,,,,,74,0.1
2025-12-21,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-21,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-21,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-21,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-21,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-22,7:00 AM,Caramel Cashew Protein Bar,serving,1,55,200,8,18,20,,,,,,,,,160,5,,,,,,3,,3,,,0.6,,,,,,,,,,,,,,150,,80,,1,,,,,,,,,,,,
2025-12-22,7:00 AM,foccacia,g,70,1,174,6,25,6,,,0.3,0.2,2.6,0.5,0.1,,24.5,,2,0.1,,4,0.7,0.6,,1.3,96.6,,2.2,,,,14,0.3,,,,,,,,89.6,79.8,11.1,392.7,,1.2,,,,,,,,,1,4,32,0.9
2025-12-22,11:52 AM,brown rice,cup,0.75,195,164,1,34,3,,,0.1,0,1.9,0.6,0.2,,14.6,,,0.1,0,0.4,0.4,0.2,,2.6,5.8,0.1,0.8,0.1,0.3,0.1,64.3,1.6,0.1,,,,,,0.2,112.6,115.5,,1.5,,,,0.1,0,0.1,0.2,,,,,,107,0.9
2025-12-22,11:52 AM,chicken breast,oz,8,28.35,374,8,0,70,,0.8,0.2,0.3,31.1,2.2,1.4,,34,193,193,0.1,0.9,2.8,1.7,2.3,,,9.1,2.2,2.4,3.7,5.3,6,65.8,0,1.9,,0,0,,,2.8,517.1,580.6,62.6,167.8,,,,3,0.8,2.4,3.5,,,,0.6,0.7,148,2.3
2025-12-22,11:52 AM,zucchini,g,100,1,15,0,3,1,,,0,0,0.5,0.3,0.1,,18,,9,0.1,0,0,0.2,0.1,,1,28,0,0.4,0,0,0,19,0.2,0,,,,,,0,37,264,0.2,3,,1.7,,0,0,0,0,,12.9,,0.1,4.2,95,0.3
2025-12-22,3:00 PM,"Biscotti, Non-Chocolate, Nuts",each,1,23.16,102,6,11,2,0,0,0.1,0.1,0.6,0.1,0,,20.3,16,13,0.1,0,3.1,0.7,1.2,,0.9,14.3,0.1,0.6,0.1,0.2,0.1,16.4,0.5,0,0,0,0,0,0.7,0.1,40.9,57.2,2.3,40,,5,4.7,0.1,0,0.1,0.1,18.2,0.1,0.1,1.4,0.6,4,0.3
2025-12-22,8:09 PM,Sourdough Bread,g,60,1,163,1,31,6,,,0.4,0.3,2.9,0.3,0.1,,31.2,,5,0.1,0.1,0.2,0.5,0.3,,1.3,73.8,0.1,2.3,0.2,0.4,0.2,19.2,0.3,0.1,0,,,0,0.5,0.3,63,70.2,17.2,361.2,,2.8,,0.2,0.1,0.1,0.3,,,,0.1,0.4,20,0.6
2025-12-22,8:10 PM,Chicken Breast Grilled Boneless Skinless,g,185,1,274,6,0,55,,0.4,0.1,0.4,20.5,2.7,1.8,,11.1,196,200,0.1,0.6,2.4,1.3,1.9,,,,2,0.8,2.7,4.5,5.3,57.4,0,1.4,0,0,0,0.1,1,2.2,460.7,777,78.4,397.8,,,,2.4,0.7,2,2.8,18.5,,,0.6,,123,1.5
2025-12-22,8:10 PM,Green Beans Boiled With Salt,cup,1,125,44,0,10,2,,,0.1,0.1,0.8,0.1,0.1,,55,,21,0.1,0,0,0.2,0.1,,4,41.3,0,0.8,0.1,0.1,0.1,22.5,0.4,0,,,,,,0.1,36.3,182.5,0.3,298.8,,4.5,,0.1,0,0.1,0.1,43.8,12.1,,0.6,59.9,112,0.3
2025-12-22,8:10 PM,"Lowbush Cranberries (Lingonberries), Alaska Native",g,20,1,11,0,2,0,,,0,0,0.1,0.1,0,,5.2,,1,0,0,0,0.1,0,,0.5,0.2,0,0.1,0,0,0,1.8,0.6,0,0,,,0,0,0,4.2,18.6,,0.8,,0.9,,0,0,0,0,0.9,4.2,,0.3,1,17,0
2025-12-22,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-22,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-23,6:00 AM,blueberries,g,30,1,17,0,4,0,,,0,0,0.1,0,0,,1.8,,2,0,0,0,0,0,,0.7,1.8,0,0.1,0,0,0,1.8,0.1,0,,,,,,0,3.6,23.1,0,0.3,0,3,,0,0,0,0,,2.9,,0.2,5.8,25,0
2025-12-23,6:00 AM,greek yogurt,g,130,1,77,1,5,13,,1,0,0.4,0.3,0.4,0.1,,143,7,20,0,,0.1,0,0.2,0,,9.1,,0.1,,,,14.3,0,,0,,,,,,175.5,183.3,12.6,46.8,,4.2,,,,,,,,,0,,111,0.7
2025-12-23,6:00 AM,honey,g,10,1,30,0,8,0,,,,0,0,0,0,,0.6,,0,0,0,,,,,0,0.2,0,0,0,0,0,0.2,0,0,,,,,,0,0.4,5.2,0.1,0.4,,8.2,,0,0,0,0,,0.1,,,,2,0
2025-12-23,6:00 AM,milk,oz,4,30.5,61,2,6,4,,0.6,0,0.2,0.1,0.4,0,,146.4,10,20,0,0,0.7,0.1,1.5,0.1,,6.1,0.1,0,0.2,0.4,0.3,13.4,0,0.1,0,,,,,0.2,112.2,170.8,3,57.3,,6.2,,0.2,0.1,0.2,0.3,,0.2,,0,0.2,109,0.6
2025-12-23,6:00 AM,pecans,g,20,1,138,14,3,2,,,0.1,0,0.2,0.2,0,,14,,8,0.2,0,8.2,4.3,1.2,,1.9,4.4,0.1,0.5,0.1,0.1,0.1,24.2,0.9,0,,,,,,0.1,55.4,82,0.8,,0.1,0.8,,0.1,0,0,0.1,,0.2,,0.3,0.7,1,0.9
2025-12-23,7:00 AM,Caramel Cashew Protein Bar,serving,1,55,200,8,18,20,,,,,,,,,160,5,,,,,,3,,3,,,0.6,,,,,,,,,,,,,,150,,80,,1,,,,,,,,,,,,
2025-12-23,12:00 PM,grits,oz,4,28.35,74,0,16,1,,,0.1,0.1,0.9,0,0,,1.1,,3,,0,0.1,0.1,0.1,,0.8,30.6,0,0.6,0.1,0.2,0,5.7,0,0,,,,,,0.1,15.9,24.9,3.1,2.3,,0.1,,0.1,0,0.1,0.1,,,,0,,96,0.2
2025-12-23,12:00 PM,shrimp,oz,6,28.33,202,3,3,39,,2.8,0.1,0,4.6,0.9,0.4,,154.7,359,230,0.4,0.5,0.6,1,0.9,,,40.8,0.9,0.5,1.8,3.3,3.7,62.9,0.1,1.1,,0.2,0.2,,,1.7,520.2,289,84.2,1609.9,,,,1.5,0.4,1.5,1.8,,,,3.7,0.7,122,2.8
2025-12-23,4:44 PM,foccacia,g,25,1,62,2,9,2,,,0.1,0.1,0.9,0.2,0,,8.8,,1,0,,1.4,0.2,0.2,,0.5,34.5,,0.8,,,,5,0.1,,,,,,,,32,28.5,4,140.3,,0.4,,,,,,,,,0.4,1.4,11,0.3
2025-12-23,4:44 PM,ice cream,g,80,1,166,9,19,3,,0.3,0,0.2,0.1,0.5,0,,102.4,35,21,0,0,2.4,0.4,5.4,,0.6,4,0.1,0.1,0.2,0.3,0.2,11.2,0,0.1,,,0,,,0.1,84,159.2,1.4,64,,17,,0.1,0,0.1,0.2,,0.5,,0.2,0.2,49,0.6
2025-12-23,7:56 PM,green beans,g,100,1,35,0,8,2,,,0.1,0.1,0.6,0.1,0.1,,44,,17,0.1,0,0,0.1,0.1,,3.2,33,0,0.7,0.1,0.1,0.1,18,0.3,0,,,,,,0.1,29,146,0.2,1,,3.6,,0.1,0,0,0.1,,9.7,,0.5,47.9,89,0.3
2025-12-23,7:56 PM,ground turkey,g,170,1,439,30,0,43,,2.7,0.1,0.4,13.1,2.4,0.8,,83.3,180,130,0.3,0.5,10.3,7.9,7.8,0.3,,11.9,1.3,3.4,1.9,3.5,3.8,47.6,0,1.3,0.4,0,0,,,1.7,447.1,469.2,61.4,144.5,,,,2,0.5,1.5,2,,,,0.2,,96,6.1
2025-12-23,7:56 PM,pesto ravioli,g,100,1,229,13,18,10,,0.4,0.2,0.2,1.1,0.2,0.1,,145.7,23,12,0.1,0.1,5.7,1.8,4.7,0,1.1,44.4,0.3,1.1,0.4,0.8,0.6,24.6,0.5,0.2,0,,,,,0.5,146.8,90.5,20.1,297.8,13.3,0.6,,0.4,0.1,0.4,0.5,,0.8,,1,19.4,58,1.2
2025-12-23,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-23,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-23,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-23,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-23,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-24,7:00 AM,Caramel Cashew Protein Bar,serving,1,55,200,8,18,20,,,,,,,,,160,5,,,,,,3,,3,,,0.6,,,,,,,,,,,,,,150,,80,,1,,,,,,,,,,,,
2025-12-24,7:00 AM,Organic Greek Plain Whole Milk Yogurt,cup,0.75,226.67,150,6,7,16,,,,,,,,,170,25,,,,,,3.5,,,,,,,,,,,,,,,,,,,200,,65,,5,,,,,,,,,,,,
2025-12-24,9:00 AM,Pastry Pastelitos De Guava (Guava Pastries),g,50,1,190,9,24,3,,,0.1,0.1,1.2,0.1,0,,7,5,,0,,4.3,1.4,2.8,,1.1,,,1.1,,,,7.5,0.1,,0.1,0,,0.1,1.1,,28,51.5,8.8,115.5,,8.5,,,,,,,,,0.5,6.3,14,0.2
2025-12-24,4:26 PM,chicken breast,g,105,1,173,4,0,33,,0.4,0.1,0.1,14.4,1,0.6,,15.8,89,90,0.1,0.4,1.3,0.8,1.1,,,4.2,1,1.1,1.7,2.4,2.8,30.4,0,0.9,,0,0,,,1.3,239.4,268.8,29,77.7,,,,1.4,0.4,1.1,1.6,,,,0.3,0.3,69,1.1
2025-12-24,7:00 PM,Neapolitan Pizza Margherita,slice,3,113,522,17,69,21,,,,,,,,,216,33,,,,,,6.9,,2.7,,,6.5,,,,,,,,,,,,,,,,1293,,3.3,,,,,,,11.7,,,,,
2025-12-24,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-24,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-24,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-24,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-24,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-25,6:00 AM,blueberries,g,30,1,17,0,4,0,,,0,0,0.1,0,0,,1.8,,2,0,0,0,0,0,,0.7,1.8,0,0.1,0,0,0,1.8,0.1,0,,,,,,0,3.6,23.1,0,0.3,0,3,,0,0,0,0,,2.9,,0.2,5.8,25,0
2025-12-25,6:00 AM,greek yogurt,g,180,1,106,1,6,18,,1.4,0,0.5,0.4,0.6,0.1,,198,9,27,0,,0.1,0,0.2,0,,12.6,,0.1,,,,19.8,0,,0,,,,,,243,253.8,17.5,64.8,,5.8,,,,,,,,,0,,153,0.9
2025-12-25,6:00 AM,honey,g,10,1,30,0,8,0,,,,0,0,0,0,,0.6,,0,0,0,,,,,0,0.2,0,0,0,0,0,0.2,0,0,,,,,,0,0.4,5.2,0.1,0.4,,8.2,,0,0,0,0,,0.1,,,,2,0
2025-12-25,6:00 AM,pecans,g,20,1,138,14,3,2,,,0.1,0,0.2,0.2,0,,14,,8,0.2,0,8.2,4.3,1.2,,1.9,4.4,0.1,0.5,0.1,0.1,0.1,24.2,0.9,0,,,,,,0.1,55.4,82,0.8,,0.1,0.8,,0.1,0,0,0.1,,0.2,,0.3,0.7,1,0.9
2025-12-25,6:00 AM,pizza,slice,1,107,285,10,36,12,,0.4,0.4,0.2,4.1,,0.1,,201.2,18,18,0.1,0.2,2.8,1.8,4.8,0.2,2.5,99.5,0.4,2.7,0.6,1.2,0.8,25.7,0.4,0.3,0.2,,0,,,0.7,231.1,184,21.3,639.9,28.8,3.8,,0.4,,0.6,0.8,,1.5,,0.9,7.2,46,1.4
2025-12-25,10:49 AM,Cinnamon Roll Centers Blizzard Small,serving,0.2,100,124,4,19,3,,,,,,,,,,17,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,54,,15,,,,,,,,,,,,
2025-12-25,10:49 AM,Happy Hippo Cocoa,package,1,100,120,8,11,1,,,,,,,,,40,5,,,,,,3,,1,,,0.4,,,,,,,,,,,,,,,,20,,9,,,,,,,,,,,,
2025-12-25,3:00 PM,corn,g,20,1,19,0,4,1,,,0,0,0.3,0.2,0,,0.6,,6,0,0,0.1,0.1,0,,0.5,4.6,0,0.1,0,0.1,0,5.2,0,0,,,,,,0,15.4,43.6,0,0.2,1.4,0.9,,0,0,0,0,,1.1,,0,0.1,15,0.1
2025-12-25,3:00 PM,nacho cheese,g,15,1,29,2,1,1,,0.1,0,0,0,0.1,0,,94,7,2,0,0,0.6,0.1,1.3,0.1,0,1.5,0,0.1,0,0,0,3,0,0,0,0,0,,,0,56.8,27.6,1.3,116.4,,0.3,,0,0,0,0,,0.1,,0.1,0.2,10,0.1
2025-12-25,3:00 PM,salami,g,20,1,76,6,0,4,,0.2,0.1,0,1.2,0.2,0.1,,4.8,22,15,0,0,2.9,1,2.3,0.1,,,0.2,0.3,0.2,0.3,0.4,4,0.2,0.1,0,0,0,,,0.2,38.4,72.6,6.7,351.2,,0.1,,0.2,0.1,0.2,0.2,,,,0.1,,8,0.5
2025-12-25,3:00 PM,stuffing,g,30,1,59,4,6,1,,0,0,0,0.4,0,0,,9,,2,0,0,1.7,1.1,0.7,0.6,0.2,11.1,0,0.3,0,0.1,0,3.3,0,0,,,,,,0,11.4,20.1,3.5,143.7,,0.6,,0,0,0,0,,,,0.4,4,19,0.1
2025-12-25,3:00 PM,sweet potatoes,g,30,1,27,0,6,1,,,0,0,0.4,0.3,0.1,,11.4,,4,0,0,0,0,0,,1,1.8,0,0.2,0,0,0,8.1,0.1,0,,,,,,0,16.2,142.5,0.1,10.8,2.1,1.9,,0,0,0,0,,5.9,,0.2,0.7,23,0.1
2025-12-25,3:00 PM,tortilla chips,chip,5,3,71,3,10,1,,0.1,0,0,0.1,0,0,,15.9,,3,0,,0.8,1.6,0.4,,0.8,1.8,,0.2,,,,12.6,0.1,,0,,,,,,33.8,27.3,0.7,49.2,9.4,0.1,,,,,,,,,0.5,3.1,0,0.2
2025-12-25,3:00 PM,turkey breast,g,130,1,191,3,0,39,,0.5,0,0.3,15.3,1.2,1,,11.7,104,110,0.1,0.3,0.8,0.7,0.8,0,,11.7,1,0.9,1,2.4,2.9,41.6,0,0.9,0,0,0,,,1.1,299,323.7,39.3,128.7,,,,1.3,0.4,1,1.1,,,,0.1,,88,2.2
2025-12-25,8:02 PM,Dark Chocolate Raisins,piece,26,1.15,120,6,20,1,,,,,,,,,,,,,,,,3.5,,2,,,1.8,,,,,,,,,,,,,,140,,,,15,,,,,,,,,,,,
2025-12-25,8:02 PM,turkey breast,g,100,1,147,2,0,30,,0.4,0,0.2,11.8,0.9,0.8,,9,80,84,0.1,0.3,0.6,0.5,0.6,0,,9,0.7,0.7,0.8,1.9,2.2,32,0,0.7,0,0,0,,,0.9,230,249,30.2,99,,,,1,0.3,0.8,0.9,,,,0.1,,68,1.7
2025-12-25,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-25,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-25,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-25,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-25,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-26,6:00 AM,Neapolitan Pizza Margherita,slice,1,113,174,6,23,7,,,,,,,,,72,11,,,,,,2.3,,0.9,,,2.2,,,,,,,,,,,,,,,,431,,1.1,,,,,,,3.9,,,,,
2025-12-26,9:00 AM,"Peanut Butter, Salted",g,60,1,353,30,14,14,,,0.1,0.1,10.3,0.7,0.2,,30,,38,0.3,0.1,18.4,5.9,5,,3.8,58.2,0.4,1.1,0.6,1.1,0.6,115.8,1,0.2,0.1,,,0.1,5.9,0.9,235.8,392.4,12.1,255.6,,6.3,5.1,0.5,0.1,0.6,0.7,,,,3.2,0.1,1,1.8
2025-12-26,12:00 PM,Cacio E Pepe Ravioli,g,110,1,292,12,33,11,,,,,,,,,172.3,66,,,,,,8,,1.3,,,0.5,,,,,,,,,,,,,,132.5,,649.4,,6.6,,,,,,,,,,,,
2025-12-26,12:00 PM,Turkey Ground 93% Lean 7% Fat Raw,g,125,1,187,10,0,23,,1.5,0.1,0.2,6.8,1.3,0.4,,26.3,92,66,0.1,0.2,3.5,3.2,2.7,,,8.8,0.7,1.5,1,1.9,2.1,26.3,0,0.7,0.2,0,0,0.2,2.7,0.9,241.3,266.3,23.7,86.3,,,,1.1,0.3,0.8,1.1,27.5,,0.5,0.1,,91,3.2
2025-12-26,8:06 PM,Chinese Restaurant Kung Pao Chicken Without Rice,order,1,604,779,42,41,59,,0.7,0.2,0.3,16.7,3,1.5,,120.8,157,226,0.4,0.6,13.1,18.2,8.2,,9.1,96.6,1.6,4.6,2.6,4.7,2.7,145,1.5,1.4,1.5,0,0,1.5,16.2,2.4,567.8,1316.7,48.9,2428.1,,18.3,,2.5,0.7,2.1,2.8,392.6,42.9,,6.2,82.1,452,4.5
2025-12-26,8:07 PM,Chinese Restaurant Fried Rice Without Meat,cup,1,137,238,4,45,6,,,0,0,0.9,,0,,16.4,25,8,0.1,0.1,0.9,1.5,0.7,,1.5,8.2,0.1,0.9,0.2,0.5,0.2,13.7,0.6,0.2,0.2,0,,0.2,1.3,0.3,69.9,104.1,11.4,530.2,,0.8,,0.2,0.1,0.2,0.3,30.1,5.2,,0.2,3.8,81,1
2025-12-26,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-26,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-27,6:00 AM,lingonberry jam,g,10,1,16,0,4,0,,,0,0,0,0,0,,0.4,,0,0,0,0,0,0,,0.2,0.4,0,0,0,0,0,0.4,0,0,,,,,,0,0.8,5,0,0.1,0,3.9,,0,0,0,0,,0.6,,0,1.2,6,0
2025-12-27,6:00 AM,sourdough,slice,1,64,174,2,33,7,,,0.5,0.3,3.1,0.3,0.1,,33.3,,5,0.1,,0.2,0.5,0.3,0,1.4,78.7,,2.5,,,,20.5,0.4,,0,,,,,,67.2,74.9,18.3,385.3,28.3,3,,,,,,,,,0.1,0.4,21,0.7
2025-12-27,6:00 AM,turkey,g,30,1,57,2,0,9,,0.3,0,0.1,2.9,0.3,0.2,,4.2,33,26,0,0.1,0.8,0.6,0.6,0,,2.7,0.2,0.3,0.2,0.6,0.7,9,0,0.2,0,0,0,,,0.3,66.9,71.7,8.9,30.9,,,,0.3,0.1,0.2,0.3,,,,0,,19,0.7
2025-12-27,1:49 PM,"Blueberries, Fresh",g,35,1,20,0,5,0,,,0,0,0.1,0,0,,4.2,,2,0,0,0,0.1,0,,0.8,2.1,0,0.1,0,0,0,2.1,0.1,0,0,,,0,0,0,4.5,30.1,0,,,3.5,,0,0,0,0,0.9,2.8,,0.2,6.8,29,0
2025-12-27,1:49 PM,Honey,g,5,1,15,0,4,0,,,,0,0,0,0,,0.3,,0,0,0,,,,,0,0.1,0,0,0,0,0,0.1,0,0,,,,,,0,0.2,2.6,0,0.2,,4.1,4.1,0,0,0,0,,0,,,,1,0
2025-12-27,1:49 PM,Natural Pecan Halves,g,25,1,179,18,4,3,,,,,,,,,17.9,,,,,,,1.8,,2.7,,,2.2,,,,,,,,,,,,,,102.7,,,,0.9,,,,,,,,,,,,
2025-12-27,1:49 PM,Organic Greek Plain Whole Milk Yogurt,cup,0.75,226.67,150,6,7,16,,,,,,,,,170,25,,,,,,3.5,,,,,,,,,,,,,,,,,,,200,,65,,5,,,,,,,,,,,,
2025-12-27,6:47 PM,Pastry Pastelitos De Guava (Guava Pastries),piece,1,86,326,16,41,5,,,0.2,0.1,2.1,0.2,0,,12,9,,0.1,,7.3,2.4,4.8,,1.9,,,1.8,,,,12.9,0.2,,0.1,0,,0.1,1.8,,48.2,88.6,15.1,198.7,,14.6,,,,,,,,,0.8,10.8,23,0.4
2025-12-27,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-27,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-27,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-27,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-27,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-28,6:00 AM,blueberries,g,40,1,23,0,6,0,,,0,0,0.2,0,0,,2.4,,2,0,0,0,0.1,0,,1,2.4,0,0.1,0,0,0,2.4,0.1,0,,,,,,0,4.8,30.8,0,0.4,0,4,,0,0,0,0,,3.9,,0.2,7.7,34,0.1
2025-12-28,6:00 AM,greek yogurt,g,180,1,106,1,6,18,,1.4,0,0.5,0.4,0.6,0.1,,198,9,27,0,,0.1,0,0.2,0,,12.6,,0.1,,,,19.8,0,,0,,,,,,243,253.8,17.5,64.8,,5.8,,,,,,,,,0,,153,0.9
2025-12-28,6:00 AM,honey,g,6,1,18,0,5,0,,,,0,0,0,0,,0.4,,0,0,0,,,,,0,0.1,0,0,0,0,0,0.1,0,0,,,,,,0,0.2,3.1,0,0.2,,4.9,,0,0,0,0,,0,,,,1,0
